"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.4254,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.4053,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",101.2415,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",100.9669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.8047,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.8426,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",101.0443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",101.2123,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.3864,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.5254,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.3335,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.7217,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.8495,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.43626,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.53142,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.92767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.2159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.29,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.2085,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.1211,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.0488,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",99.97258,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.9046,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.81493,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.69926,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.66863,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.61464,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.54036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.46421,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.34406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.15339,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.0014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.87326,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.78208,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.89706,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.33434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.042,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.513,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.5791,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.3902,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.198,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.0947,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.0551,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.0393,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0332,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.0635,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.2043,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.5466,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",101.0577,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.3885,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.4143,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",101.2036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.9929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.7962,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.616,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.4899,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.3705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.2513,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.2863,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.6087,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.1459,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.4473,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.348,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.9681,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.6616,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.4956,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.4065,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.3661,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3204,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.2302,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1165,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.0007,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.86801,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.78352,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.72435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.66425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.63275,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.62508,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.63369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.65592,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.68538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.68974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.58124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.21238,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.63454,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.16653,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",97.77119,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.37321,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.10438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",96.9507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",96.8711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",96.80098,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",96.73175,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.63086,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.51097,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.38074,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.21452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.08261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.01716,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",95.99388,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",95.99757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.04533,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.18291,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.28676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.37694,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.51328,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.55503,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.47498,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.31775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.27978,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.41613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.67845,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.7786,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.67715,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.48322,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.25559,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.04649,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",95.82893,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.7058,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.67693,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.76225,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",95.88053,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.06429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.34159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.55223,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.67112,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.74776,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.78735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",96.82433,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",96.88279,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",96.93948,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.01548,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.11958,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.1722,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.20168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.2916,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.40115,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.57555,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.83644,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.0076,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.05455,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.06364,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.19507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.52361,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.05742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.4094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.61485,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.73445,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.859,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",100.0799,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.3498,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.5013,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.5937,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7305,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.8626,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.9963,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.2447,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.3042,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3223,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.4183,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.4608,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.3922,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.2759,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.1548,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.1078,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.0852,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.0612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.0113,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.9665,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.8976,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.8504,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.7595,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.6152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.5094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.5702,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.7218,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.699,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6012,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.5398,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.4811,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.5025,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.6259,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.8269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.9408,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.0176,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.1177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.2201,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.2879,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4356,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6218,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.6806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.6622,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.6229,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.674,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.7359,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.7869,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.9219,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",102.0459,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",102.1144,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",102.1446,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.1619,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.1845,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.1463,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.0093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.8922,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.8466,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.8091,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.7673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.6916,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.5024,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",101.1756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.8118,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4675,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.1586,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.93438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.72089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.71038,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.86903,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.94747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.0129,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.98002,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.84638,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.72482,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.6469,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.56441,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.56232,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.58099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.56833,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.55127,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.58834,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.68164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.85988,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.1151,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.2996,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.396,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.3483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.1598,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.92692,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.78641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.77343,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.69162,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.50145,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.34201,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.21062,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.21237,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.33114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.578,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.76731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.84052,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.93202,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.93569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.99889,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.1285,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.3076,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.5017,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.644,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.6969,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.7652,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.8776,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.964,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.9977,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",101.0146,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",101.0043,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.0583,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",101.1552,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.1515,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",101.0754,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",101.0253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9303,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.8858,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.9334,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.9996,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.1194,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1141,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.9825,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.8158,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.4076,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.384,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.4788,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.5641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.6542,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.7001,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.8001,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.973,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.0588,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.4265,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.5807,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.671,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.7454,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.7182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.7153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.7419,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.7295,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.7503,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.7739,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.8417,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.9838,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.0755,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.1156,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.1954,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.2028,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.2382,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.2016,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",102.0726,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.7367,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.3095,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0223,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.0036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.0555,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.0028,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.9119,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8574,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.9085,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.9731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.077,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.2093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.4288,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.7014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.9509,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.0569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.1756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.2737,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.3251,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.3626,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.3517,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.288,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.2384,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.1496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.1224,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.1408,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.1888,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.142,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.975,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.6879,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.3834,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.1034,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.8781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.6911,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.4487,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2877,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.1566,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.0672,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.015,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.1892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.5439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.9244,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.058,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.9842,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.741,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.4688,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.2028,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.95026,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.70138,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.48632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.35397,
